Secretaria de Atenção Primária à Saúde - SAPS/MS 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Data Ultima Carga: 24/03/2025
"Competência: DEZ/2024, NOV/2024, OUT/2024, SET/2024, AGO/2024, JUL/2024, JUN/2024, MAI/2024, ABR/2024, MAR/2024, FEV/2024, JAN/2024."
Estado: RS.
Indicador: Gestantes com o primeiro atendimento de pré-natal.
Nível: Municipio.


Competência;Uf;Ibge;Municipio;Total Gestantes;
202408;RS;431517;PROTÁSIO ALVES;2;
202408;RS;430550;CIRÍACO;2;
202408;RS;431162;LINDOLFO COLLOR;8;
202405;RS;431445;PINHAL;3;
202408;RS;431055;ITACURUBI;2;
202404;RS;431225;MINAS DO LEÃO;8;
202404;RS;432300;VIAMÃO;149;
202404;RS;432380;XANGRI-LÁ;19;
202404;RS;430450;CANGUÇU;52;
202404;RS;430517;CERRO GRANDE DO SUL;9;
202404;RS;430245;BOQUEIRÃO DO LEÃO;7;
202401;RS;431480;PORTÃO;25;
202401;RS;432200;TRIUNFO;26;
202404;RS;431150;LAVRAS DO SUL;7;
202404;RS;430780;ESTRELA;21;
202404;RS;431730;SANTA VITÓRIA DO PALMAR;16;
202404;RS;431460;PIRATINI;7;
202401;RS;430595;COTIPORÃ;1;
202401;RS;430367;CAMPESTRE DA SERRA;2;
202401;RS;430560;COLORADO;1;
202403;RS;431690;SANTA MARIA;162;
202403;RS;431370;PALMEIRA DAS MISSÕES;16;
202403;RS;432250;VACARIA;65;
202403;RS;431730;SANTA VITÓRIA DO PALMAR;16;
202403;RS;431020;IJUÍ;42;
202403;RS;431960;SÃO SEPÉ;16;
202403;RS;430340;CAIÇARA;3;
202403;RS;430130;ARROIO GRANDE;13;
202408;RS;432210;TUCUNDUVA;5;
202408;RS;430050;ALPESTRE;5;
202408;RS;432035;SENTINELA DO SUL;3;
202408;RS;432055;SERTÃO SANTANA;5;
202408;RS;430165;BARÃO;3;
202407;RS;431110;JAGUARI;2;
202407;RS;432285;VESPASIANO CORREA;2;
202407;RS;430781;ESTRELA VELHA;1;
202407;RS;430220;BOA VISTA DO BURICÁ;10;
202410;RS;431113;JARI;2;
202410;RS;430585;COQUEIROS DO SUL;1;
202409;RS;430693;ENTRE-IJUÍS;4;
202409;RS;431890;SÃO LUIZ GONZAGA;36;
202409;RS;431477;PONTÃO;4;
202409;RS;431173;MAMPITUBA;1;
202410;RS;430030;ALECRIM;3;
202409;RS;431630;ROQUE GONZALES;5;
202409;RS;430245;BOQUEIRÃO DO LEÃO;3;
202409;RS;430040;ALEGRETE;25;
202409;RS;431442;PICADA CAFÉ;7;
202409;RS;430520;CERRO LARGO;14;
202412;RS;431740;SANTIAGO;16;
202404;RS;430860;GARIBALDI;15;
202403;RS;431403;PARECI NOVO;3;
202403;RS;431880;SÃO LOURENÇO DO SUL;23;
202403;RS;432270;VERA CRUZ;18;
202403;RS;431970;SÃO VALENTIM;3;
202403;RS;432040;SERAFINA CORRÊA;15;
202403;RS;430535;CHARQUEADAS;10;
202403;RS;430380;CAMPINAS DO SUL;4;
202403;RS;432146;TIO HUGO;1;
202401;RS;431844;SÃO JORGE;2;
202401;RS;431244;MORRINHOS DO SUL;3;
202404;RS;430485;CARLOS GOMES;2;
202404;RS;431447;PINHAL GRANDE;3;
202404;RS;430390;CAMPO BOM;23;
202404;RS;431936;SÃO PEDRO DAS MISSÕES;3;
202404;RS;431265;NÃO-ME-TOQUE;12;
202404;RS;431470;PLANALTO;3;
202403;RS;430990;IBIRAIARAS;8;
202403;RS;430270;BUTIÁ;20;
202403;RS;432145;TEUTÔNIA;21;
202412;RS;430230;BOM JESUS;5;
202412;RS;430320;CACIQUE DOBLE;3;
202412;RS;431920;SÃO NICOLAU;2;
202412;RS;431420;PEDRO OSÓRIO;4;
202406;RS;431870;SÃO LEOPOLDO;134;
202406;RS;431460;PIRATINI;14;
202406;RS;430830;FONTOURA XAVIER;9;
202406;RS;432250;VACARIA;56;
202406;RS;430950;GUARANI DAS MISSÕES;3;
202406;RS;430110;ARROIO DOS RATOS;13;
202406;RS;431020;IJUÍ;62;
202405;RS;430230;BOM JESUS;5;
202405;RS;430410;CAMPOS BORGES;3;
202405;RS;432035;SENTINELA DO SUL;4;
202405;RS;431210;MATA;4;
202407;RS;430955;HARMONIA;1;
202411;RS;431790;SANTO CRISTO;8;
202407;RS;431123;LAGOA BONITA DO SUL;3;
202407;RS;430950;GUARANI DAS MISSÕES;1;
202407;RS;432185;TRÊS PALMEIRAS;5;
202407;RS;431065;ITATI;3;
202410;RS;431215;MATO LEITÃO;4;
202410;RS;431507;PORTO VERA CRUZ;2;
202409;RS;431250;MOSTARDAS;9;
202412;RS;430400;CAMPO NOVO;3;
202409;RS;430020;AJURICABA;3;
202409;RS;431730;SANTA VITÓRIA DO PALMAR;16;
202409;RS;431790;SANTO CRISTO;18;
202410;RS;430265;BROCHIER;5;
202409;RS;432250;VACARIA;29;
202409;RS;432253;VALE DO SOL;6;
202409;RS;431162;LINDOLFO COLLOR;5;
202406;RS;431395;PANTANO GRANDE;16;
202409;RS;432050;SERTÃO;6;
202409;RS;431740;SANTIAGO;16;
202409;RS;430057;ALTO FELIZ;1;
202409;RS;431030;ILÓPOLIS;2;
202409;RS;430544;CHUVISCA;6;
202410;RS;430215;BOA VISTA DAS MISSÕES;2;
202409;RS;431303;NOVA ESPERANÇA DO SUL;1;
202410;RS;431160;LIBERATO SALZANO;3;
202410;RS;430360;CAMBARÁ DO SUL;7;
202404;RS;430250;BOSSOROCA;4;
202404;RS;430880;GENERAL CÂMARA;3;
202404;RS;430380;CAMPINAS DO SUL;4;
202404;RS;431860;SÃO JOSÉ DO OURO;3;
202404;RS;430755;ESTAÇÃO;4;
202404;RS;431160;LIBERATO SALZANO;2;
202403;RS;430645;DOIS LAJEADOS;6;
202404;RS;432375;VITÓRIA DAS MISSÕES;3;
202403;RS;431080;IVOTI;11;
202405;RS;430250;BOSSOROCA;3;
202405;RS;432183;TRÊS FORQUILHAS;2;
202405;RS;430150;AUGUSTO PESTANA;8;
202405;RS;431406;PASSA SETE;1;
202411;RS;431930;SÃO PAULO DAS MISSÕES;5;
202411;RS;430250;BOSSOROCA;3;
202411;RS;430850;FREDERICO WESTPHALEN;19;
202411;RS;431350;OSÓRIO;42;
202411;RS;431402;PARAÍSO DO SUL;4;
202411;RS;431660;SANANDUVA;13;
202411;RS;430270;BUTIÁ;13;
202411;RS;431205;MARQUES DE SOUZA;3;
202411;RS;432166;TRÊS CACHOEIRAS;7;
202411;RS;430540;CHIAPETTA;3;
202411;RS;431820;SÃO FRANCISCO DE PAULA;15;
202409;RS;431080;IVOTI;8;
202409;RS;432026;SEGREDO;6;
202409;RS;430830;FONTOURA XAVIER;4;
202409;RS;430995;IBIRAPUITÃ;4;
202409;RS;431447;PINHAL GRANDE;5;
202408;RS;431861;SÃO JOSÉ DO SUL;1;
202408;RS;432100;TAPERA;5;
202408;RS;431650;SALVADOR DO SUL;2;
202409;RS;430090;ARATIBA;3;
202406;RS;431215;MATO LEITÃO;2;
202406;RS;430535;CHARQUEADAS;20;
202406;RS;430990;IBIRAIARAS;6;
202406;RS;430957;HERVEIRAS;3;
202404;RS;430140;ARVOREZINHA;9;
202406;RS;431770;SANTO ANTÔNIO DAS MISSÕES;3;
202406;RS;431532;QUEVEDOS;2;
202407;RS;431937;SÃO PEDRO DO BUTIÁ;4;
202406;RS;432085;TABAÍ;5;
202402;RS;431413;PAULO BENTO;1;
202402;RS;431840;SÃO JERÔNIMO;12;
202402;RS;431177;MAQUINÉ;6;
202402;RS;430544;CHUVISCA;5;
202402;RS;432143;TERRA DE AREIA;8;
202402;RS;430517;CERRO GRANDE DO SUL;9;
202406;RS;430430;CÂNDIDO GODÓI;4;
202406;RS;431175;MANOEL VIANA;9;
202406;RS;430960;HORIZONTINA;8;
202406;RS;431697;SANTA MARGARIDA DO SUL;3;
202406;RS;430600;CRISSIUMAL;9;
202406;RS;430975;IBARAMA;5;
202409;RS;430810;FELIZ;9;
202409;RS;432370;VISTA GAÚCHA;3;
202401;RS;430543;CHUÍ;7;
202406;RS;430340;CAIÇARA;2;
202406;RS;430063;AMARAL FERRADOR;3;
202406;RS;432320;VICTOR GRAEFF;1;
202409;RS;431844;SÃO JORGE;2;
202402;RS;431845;SÃO JOSÉ DAS MISSÕES;2;
202402;RS;430760;ESTÂNCIA VELHA;19;
202409;RS;431540;REDENTORA;6;
202401;RS;430590;CORONEL BICACO;3;
202401;RS;431333;NOVA RAMADA;2;
202401;RS;432045;SÉRIO;1;
202404;RS;431065;ITATI;4;
202404;RS;431590;RODEIO BONITO;4;
202404;RS;431125;LAGOÃO;6;
202402;RS;430965;HULHA NEGRA;2;
202402;RS;431660;SANANDUVA;7;
202402;RS;431642;SAGRADA FAMÍLIA;2;
202402;RS;430590;CORONEL BICACO;8;
202402;RS;430045;ALEGRIA;4;
202402;RS;430783;EUGÊNIO DE CASTRO;1;
202402;RS;431450;PINHEIRO MACHADO;2;
202402;RS;430465;CAPÃO DO CIPÓ;2;
202402;RS;430105;ARROIO DO SAL;9;
202402;RS;430370;CAMPINA DAS MISSÕES;4;
202402;RS;431849;SÃO JOSÉ DO INHACORÁ;2;
202409;RS;431505;PORTO MAUÁ;2;
202409;RS;431971;SÃO VALENTIM DO SUL;1;
202409;RS;430367;CAMPESTRE DA SERRA;1;
202403;RS;431650;SALVADOR DO SUL;1;
202403;RS;431810;SÃO FRANCISCO DE ASSIS;9;
202403;RS;430955;HARMONIA;2;
202404;RS;430587;CORONEL BARROS;1;
202403;RS;431301;NOVA CANDELÁRIA;2;
202403;RS;430107;ARROIO DO PADRE;2;
202405;RS;430265;BROCHIER;4;
202405;RS;430640;DOIS IRMÃOS;19;
202405;RS;430200;BARROS CASSAL;4;
202405;RS;432345;VILA NOVA DO SUL;2;
202405;RS;431700;SANTANA DA BOA VISTA;4;
202404;RS;431507;PORTO VERA CRUZ;1;
202404;RS;431057;ITAPUCA;3;
202404;RS;431245;MORRO REDONDO;4;
202403;RS;431261;MUITOS CAPÕES;2;
202403;RS;430190;BARRA DO RIBEIRO;10;
202404;RS;431235;MONTAURI;2;
202404;RS;432225;TUPANDI;2;
202404;RS;431050;IRAÍ;8;
202402;RS;432375;VITÓRIA DAS MISSÕES;2;
202402;RS;432132;TAQUARUÇU DO SUL;2;
202403;RS;432370;VISTA GAÚCHA;2;
202403;RS;431173;MAMPITUBA;1;
202403;RS;432030;SELBACH;5;
202403;RS;430150;AUGUSTO PESTANA;2;
202403;RS;432345;VILA NOVA DO SUL;1;
202405;RS;431177;MAQUINÉ;3;
202403;RS;431540;REDENTORA;3;
202403;RS;431205;MARQUES DE SOUZA;2;
202403;RS;430175;BARÃO DO TRIUNFO;5;
202403;RS;431162;LINDOLFO COLLOR;3;
202411;RS;430912;GRAMADO DOS LOUREIROS;2;
202411;RS;430235;BOM PRINCÍPIO;11;
202412;RS;430955;HARMONIA;1;
202412;RS;430235;BOM PRINCÍPIO;4;
202412;RS;431290;NOVA BASSANO;7;
202412;RS;432040;SERAFINA CORRÊA;15;
202411;RS;431810;SÃO FRANCISCO DE ASSIS;10;
202403;RS;431805;SÃO DOMINGOS DO SUL;2;
202403;RS;430710;HERVAL;2;
202403;RS;431270;NONOAI;5;
202403;RS;431043;IPÊ;3;
202411;RS;432143;TERRA DE AREIA;12;
202411;RS;430466;CAPÃO DO LEÃO;18;
202411;RS;432220;TUPANCIRETÃ;14;
202411;RS;430155;ÁUREA;2;
202411;RS;431580;ROCA SALES;7;
202411;RS;431936;SÃO PEDRO DAS MISSÕES;1;
202409;RS;430955;HARMONIA;2;
202409;RS;431935;SÃO PEDRO DA SERRA;2;
202409;RS;430185;BARRA DO GUARITA;1;
202409;RS;431041;INHACORÁ;1;
202408;RS;430543;CHUÍ;6;
202409;RS;430840;FORMIGUEIRO;3;
202407;RS;432210;TUCUNDUVA;1;
202407;RS;430223;BOA VISTA DO INCRA;3;
202406;RS;430003;ACEGUÁ;5;
202406;RS;430730;ERVAL SECO;6;
202410;RS;431260;MUÇUM;3;
202410;RS;431975;SÃO VENDELINO;1;
202411;RS;431980;SÃO VICENTE DO SUL;2;
202412;RS;430469;CAPITÃO;3;
202411;RS;431535;QUINZE DE NOVEMBRO;2;
202412;RS;432185;TRÊS PALMEIRAS;5;
202412;RS;431065;ITATI;3;
202412;RS;430710;HERVAL;3;
202412;RS;431449;PINHEIRINHO DO VALE;3;
202411;RS;431303;NOVA ESPERANÇA DO SUL;2;
202411;RS;430783;EUGÊNIO DE CASTRO;4;
202412;RS;430250;BOSSOROCA;8;
202411;RS;432230;TUPARENDI;5;
202411;RS;430597;COXILHA;4;
202411;RS;431230;MIRAGUAÍ;1;
202411;RS;430500;CATUÍPE;6;
202412;RS;430064;AMETISTA DO SUL;7;
202406;RS;431213;MATO CASTELHANO;2;
202406;RS;430840;FORMIGUEIRO;3;
202406;RS;430680;ENCANTADO;15;
202406;RS;432280;VERANÓPOLIS;11;
202406;RS;432110;TAPES;5;
202409;RS;430865;GARRUCHOS;2;
202409;RS;430635;DEZESSEIS DE NOVEMBRO;3;
202407;RS;431861;SÃO JOSÉ DO SUL;1;
202403;RS;431053;ITAARA;1;
202403;RS;430590;CORONEL BICACO;4;
202403;RS;430810;FELIZ;10;
202405;RS;432280;VERANÓPOLIS;9;
202405;RS;430950;GUARANI DAS MISSÕES;3;
202412;RS;431330;NOVA PRATA;12;
202412;RS;430645;DOIS LAJEADOS;1;
202412;RS;430222;BOA VISTA DO CADEADO;1;
202412;RS;431477;PONTÃO;3;
202409;RS;431545;RELVADO;1;
202412;RS;430845;FORTALEZA DOS VALOS;2;
202403;RS;432290;VIADUTOS;3;
202411;RS;431295;NOVA BOA VISTA;3;
202411;RS;431125;LAGOÃO;6;
202409;RS;430692;ENGENHO VELHO;1;
202409;RS;430260;BRAGA;5;
202407;RS;430583;COQUEIRO BAIXO;2;
202407;RS;431555;RIO DOS ÍNDIOS;2;
202407;RS;432060;SEVERIANO DE ALMEIDA;2;
202407;RS;430063;AMARAL FERRADOR;1;
202411;RS;430150;AUGUSTO PESTANA;4;
202411;RS;430637;DILERMANDO DE AGUIAR;2;
202411;RS;430655;DOM PEDRO DE ALCÂNTARA;3;
202412;RS;430290;CACEQUI;6;
202410;RS;430805;FAXINALZINHO;1;
202410;RS;431123;LAGOA BONITA DO SUL;2;
202408;RS;430513;CERRO BRANCO;1;
202408;RS;431845;SÃO JOSÉ DAS MISSÕES;1;
202410;RS;431295;NOVA BOA VISTA;4;
202410;RS;430560;COLORADO;3;
202410;RS;431575;RIOZINHO;11;
202412;RS;431695;SANTA MARIA DO HERVAL;1;
202412;RS;431700;SANTANA DA BOA VISTA;2;
202412;RS;431395;PANTANO GRANDE;10;
202410;RS;431532;QUEVEDOS;4;
202410;RS;431075;IVORÁ;3;
202410;RS;431971;SÃO VALENTIM DO SUL;1;
202411;RS;430950;GUARANI DAS MISSÕES;4;
202412;RS;431575;RIOZINHO;1;
202410;RS;431127;LAGOA DOS TRÊS CANTOS;3;
202404;RS;431531;QUATRO IRMÃOS;2;
202412;RS;431442;PICADA CAFÉ;5;
202412;RS;431450;PINHEIRO MACHADO;3;
202403;RS;430693;ENTRE-IJUÍS;6;
202405;RS;432290;VIADUTOS;2;
202405;RS;430807;FAZENDA VILANOVA;4;
202405;RS;431580;ROCA SALES;1;
202405;RS;432370;VISTA GAÚCHA;2;
202404;RS;432210;TUCUNDUVA;3;
202403;RS;430885;GENTIL;1;
202406;RS;432370;VISTA GAÚCHA;2;
202406;RS;431647;SALVADOR DAS MISSÕES;1;
202406;RS;431454;PINTO BANDEIRA;1;
202406;RS;431127;LAGOA DOS TRÊS CANTOS;2;
202406;RS;431403;PARECI NOVO;2;
202406;RS;431238;MONTE BELO DO SUL;1;
202406;RS;431505;PORTO MAUÁ;2;
202409;RS;432234;UBIRETAMA;3;
202407;RS;431755;SANTO ANTÔNIO DO PALMA;1;
202410;RS;431085;JABOTICABA;5;
202411;RS;430642;DOIS IRMÃOS DAS MISSÕES;2;
202411;RS;431973;SÃO VALÉRIO DO SUL;1;
202411;RS;430645;DOIS LAJEADOS;3;
202411;RS;431171;MAÇAMBARÁ;2;
202411;RS;431087;JACUIZINHO;3;
202411;RS;431520;PUTINGA;2;
202407;RS;431980;SÃO VICENTE DO SUL;2;
202409;RS;430730;ERVAL SECO;3;
202411;RS;432320;VICTOR GRAEFF;1;
202411;RS;431173;MAMPITUBA;2;
202411;RS;430810;FELIZ;4;
202408;RS;431173;MAMPITUBA;2;
202403;RS;431430;PEJUÇARA;1;
202412;RS;431360;PAIM FILHO;3;
202412;RS;430155;ÁUREA;2;
202410;RS;431400;PARAÍ;2;
202408;RS;432032;SENADOR SALGADO FILHO;1;
202405;RS;431590;RODEIO BONITO;5;
202405;RS;430258;BOZANO;2;
202403;RS;431535;QUINZE DE NOVEMBRO;1;
202408;RS;430642;DOIS IRMÃOS DAS MISSÕES;1;
202410;RS;431402;PARAÍSO DO SUL;1;
202402;RS;430543;CHUÍ;4;
202410;RS;431247;MORRO REUTER;2;
202410;RS;432330;VILA FLORES;1;
202409;RS;431200;MARIANO MORO;1;
202404;RS;431403;PARECI NOVO;2;
202402;RS;432163;TRÊS ARROIOS;1;
202402;RS;432162;TRAVESSEIRO;2;
202405;RS;432335;VILA LÂNGARO;1;
202412;RS;430620;CRUZEIRO DO SUL;5;
202406;RS;432023;SEDE NOVA;1;
202406;RS;430630;DAVID CANABARRO;3;
202406;RS;430637;DILERMANDO DE AGUIAR;2;
202406;RS;431775;SANTO ANTÔNIO DO PLANALTO;2;
202406;RS;431477;PONTÃO;3;
202406;RS;431755;SANTO ANTÔNIO DO PALMA;3;
202406;RS;430155;ÁUREA;2;
202405;RS;430400;CAMPO NOVO;4;
202407;RS;431301;NOVA CANDELÁRIA;2;
202407;RS;432330;VILA FLORES;1;
202402;RS;431673;SANTA CECÍLIA DO SUL;1;
202411;RS;430170;BARÃO DE COTEGIPE;5;
202411;RS;431242;MORMAÇO;3;
202412;RS;431400;PARAÍ;2;
202411;RS;431848;SÃO JOSÉ DO HORTÊNCIO;2;
202408;RS;430783;EUGÊNIO DE CASTRO;1;
202408;RS;430215;BOA VISTA DAS MISSÕES;1;
202411;RS;431220;MAXIMILIANO DE ALMEIDA;1;
202411;RS;431070;ITATIBA DO SUL;2;
202410;RS;431235;MONTAURI;1;
202404;RS;430697;EREBANGO;3;
202404;RS;430560;COLORADO;1;
202404;RS;430050;ALPESTRE;4;
202406;RS;432146;TIO HUGO;2;
202406;RS;430590;CORONEL BICACO;2;
202401;RS;431673;SANTA CECÍLIA DO SUL;1;
202404;RS;430605;CRISTAL;3;
202401;RS;431175;MANOEL VIANA;2;
202401;RS;430980;IBIAÇÁ;2;
202403;RS;431295;NOVA BOA VISTA;1;
202411;RS;430558;COLINAS;1;
202410;RS;432370;VISTA GAÚCHA;1;
202409;RS;431795;SANTO EXPEDITO DO SUL;1;
202403;RS;430258;BOZANO;1;
202405;RS;430245;BOQUEIRÃO DO LEÃO;2;
202405;RS;431242;MORMAÇO;1;
202405;RS;431333;NOVA RAMADA;1;
202405;RS;431346;NOVO XINGU;1;
202405;RS;431295;NOVA BOA VISTA;1;
202402;RS;431275;NOVA ALVORADA;1;
202402;RS;431595;ROLADOR;2;
202404;RS;431532;QUEVEDOS;1;
202412;RS;430511;CENTENÁRIO;1;
202412;RS;431230;MIRAGUAÍ;2;
202412;RS;430583;COQUEIRO BAIXO;1;
202404;RS;431055;ITACURUBI;2;
202405;RS;432067;SINIMBU;2;
202405;RS;430225;BOA VISTA DO SUL;1;
202412;RS;430070;ANTA GORDA;1;
202412;RS;431532;QUEVEDOS;1;
202412;RS;432234;UBIRETAMA;1;
202402;RS;432026;SEGREDO;1;
202406;RS;431043;IPÊ;1;
202405;RS;430260;BRAGA;2;
202411;RS;431041;INHACORÁ;1;
202411;RS;430085;ARAMBARÉ;2;
202411;RS;430585;COQUEIROS DO SUL;1;
202411;RS;431673;SANTA CECÍLIA DO SUL;1;
202412;RS;432345;VILA NOVA DO SUL;1;
202410;RS;432023;SEDE NOVA;1;
202411;RS;431970;SÃO VALENTIM;1;
202411;RS;430107;ARROIO DO PADRE;1;
202412;RS;431055;ITACURUBI;1;
202412;RS;431075;IVORÁ;1;
202404;RS;431220;MAXIMILIANO DE ALMEIDA;1;
202404;RS;431344;NOVO TIRADENTES;1;
202406;RS;430825;FLORIANO PEIXOTO;1;
202403;RS;431647;SALVADOR DAS MISSÕES;1;
202409;RS;431595;ROLADOR;1;
202407;RS;430367;CAMPESTRE DA SERRA;1;
202409;RS;432149;TOROPI;1;
202404;RS;431360;PAIM FILHO;1;
202401;RS;430225;BOA VISTA DO SUL;1;
202402;RS;431041;INHACORÁ;1;
202402;RS;431247;MORRO REUTER;1;
202406;RS;432254;VALE REAL;1;
202402;RS;431455;PIRAPÓ;1;
202410;RS;432010;SARANDI;19;
202410;RS;430960;HORIZONTINA;20;
202410;RS;431340;NOVO HAMBURGO;272;
202410;RS;431440;PELOTAS;219;
202410;RS;431350;OSÓRIO;90;
202410;RS;430040;ALEGRETE;42;
202410;RS;430390;CAMPO BOM;58;
202410;RS;430460;CANOAS;403;
202401;RS;431490;PORTO ALEGRE;825;
202410;RS;431850;SÃO JOSÉ DO NORTE;27;
202410;RS;432210;TUCUNDUVA;5;
202410;RS;430607;CRISTAL DO SUL;2;
202406;RS;431120;JÚLIO DE CASTILHOS;22;
202410;RS;430535;CHARQUEADAS;21;
202410;RS;430105;ARROIO DO SAL;15;
202410;RS;430466;CAPÃO DO LEÃO;26;
202410;RS;431415;PAVERAMA;6;
202410;RS;430632;DERRUBADAS;2;
202410;RS;430930;GUAÍBA;115;
202409;RS;431033;IMBÉ;34;
202410;RS;432300;VIAMÃO;252;
202401;RS;431680;SANTA CRUZ DO SUL;71;
202410;RS;430940;GUAPORÉ;29;
202410;RS;430190;BARRA DO RIBEIRO;5;
202408;RS;431230;MIRAGUAÍ;7;
202408;RS;430060;ALVORADA;146;
202408;RS;430980;IBIAÇÁ;3;
202408;RS;431370;PALMEIRA DAS MISSÕES;30;
202408;RS;431530;QUARAÍ;17;
202408;RS;430280;CAÇAPAVA DO SUL;4;
202408;RS;430940;GUAPORÉ;16;
202408;RS;430010;AGUDO;16;
202408;RS;431850;SÃO JOSÉ DO NORTE;14;
202408;RS;432250;VACARIA;56;
202408;RS;430210;BENTO GONÇALVES;68;
202408;RS;431430;PEJUÇARA;4;
202408;RS;430535;CHARQUEADAS;38;
202408;RS;430820;FLORES DA CUNHA;20;
202408;RS;430470;CARAZINHO;43;
202408;RS;431950;SÃO SEBASTIÃO DO CAÍ;20;
202408;RS;431500;PORTO LUCENA;2;
202405;RS;432300;VIAMÃO;107;
202401;RS;430920;GRAVATAÍ;189;
202401;RS;432250;VACARIA;82;
202401;RS;430960;HORIZONTINA;15;
202401;RS;431900;SÃO MARCOS;14;
202401;RS;432065;SILVEIRA MARTINS;2;
202401;RS;432260;VENÂNCIO AIRES;57;
202401;RS;431820;SÃO FRANCISCO DE PAULA;18;
202401;RS;430460;CANOAS;205;
202401;RS;431173;MAMPITUBA;9;
202401;RS;430355;CAMARGO;5;
202401;RS;430597;COXILHA;4;
202401;RS;431215;MATO LEITÃO;5;
202401;RS;430740;ESMERALDA;4;
202401;RS;431532;QUEVEDOS;3;
202401;RS;431850;SÃO JOSÉ DO NORTE;33;
202401;RS;430530;CHAPADA;8;
202402;RS;431870;SÃO LEOPOLDO;141;
202402;RS;430150;AUGUSTO PESTANA;3;
202402;RS;431990;SAPIRANGA;79;
202402;RS;430180;BARRACÃO;8;
202402;RS;431340;NOVO HAMBURGO;113;
202402;RS;430607;CRISTAL DO SUL;3;
202402;RS;430300;CACHOEIRA DO SUL;74;
202402;RS;431440;PELOTAS;165;
202402;RS;431162;LINDOLFO COLLOR;8;
202402;RS;431720;SANTA ROSA;56;
202402;RS;431000;IBIRUBÁ;14;
202402;RS;430170;BARÃO DE COTEGIPE;5;
202402;RS;431405;PAROBÉ;45;
202402;RS;431020;IJUÍ;58;
202402;RS;431980;SÃO VICENTE DO SUL;12;
202402;RS;431220;MAXIMILIANO DE ALMEIDA;2;
202402;RS;430720;ERVAL GRANDE;4;
202402;RS;431540;REDENTORA;5;
202402;RS;432310;VICENTE DUTRA;2;
202401;RS;431845;SÃO JOSÉ DAS MISSÕES;5;
202401;RS;430185;BARRA DO GUARITA;1;
202401;RS;430230;BOM JESUS;17;
202401;RS;431450;PINHEIRO MACHADO;5;
202401;RS;431113;JARI;4;
202402;RS;430640;DOIS IRMÃOS;18;
202402;RS;431033;IMBÉ;24;
202402;RS;431333;NOVA RAMADA;3;
202402;RS;430730;ERVAL SECO;12;
202402;RS;431810;SÃO FRANCISCO DE ASSIS;8;
202402;RS;430020;AJURICABA;2;
202402;RS;431570;RIO PARDO;27;
202402;RS;430390;CAMPO BOM;32;
202402;RS;431115;JÓIA;4;
202402;RS;430673;DOUTOR MAURÍCIO CARDOSO;3;
202402;RS;430745;ESPERANÇA DO SUL;9;
202402;RS;431230;MIRAGUAÍ;4;
202402;RS;430970;HUMAITÁ;3;
202402;RS;430430;CÂNDIDO GODÓI;6;
202402;RS;430090;ARATIBA;3;
202402;RS;431675;SANTA CLARA DO SUL;3;
202412;RS;431390;PANAMBI;25;
202409;RS;430460;CANOAS;171;
202410;RS;432140;TENENTE PORTELA;21;
202409;RS;430700;ERECHIM;45;
202405;RS;430760;ESTÂNCIA VELHA;24;
202408;RS;431306;NOVA HARTZ;15;
202408;RS;430463;CAPÃO DA CANOA;51;
202408;RS;430300;CACHOEIRA DO SUL;57;
202408;RS;430710;HERVAL;8;
202408;RS;430245;BOQUEIRÃO DO LEÃO;4;
202408;RS;430790;FARROUPILHA;29;
202408;RS;430890;GETÚLIO VARGAS;11;
202404;RS;432240;URUGUAIANA;98;
202407;RS;430510;CAXIAS DO SUL;207;
202404;RS;430300;CACHOEIRA DO SUL;71;
202408;RS;430585;COQUEIROS DO SUL;2;
202408;RS;430900;GIRUÁ;18;
202404;RS;431020;IJUÍ;64;
202408;RS;430600;CRISSIUMAL;11;
202408;RS;431215;MATO LEITÃO;7;
202404;RS;431180;MARAU;46;
202408;RS;430655;DOM PEDRO DE ALCÂNTARA;8;
202404;RS;431340;NOVO HAMBURGO;120;
202405;RS;431171;MAÇAMBARÁ;3;
202404;RS;430463;CAPÃO DA CANOA;69;
202408;RS;430170;BARÃO DE COTEGIPE;5;
202407;RS;432120;TAQUARA;39;
202407;RS;430160;BAGÉ;105;
202407;RS;430310;CACHOEIRINHA;78;
202407;RS;431454;PINTO BANDEIRA;3;
202407;RS;431570;RIO PARDO;25;
202407;RS;430760;ESTÂNCIA VELHA;36;
202407;RS;431370;PALMEIRA DAS MISSÕES;32;
202407;RS;430192;BARRA DO RIO AZUL;2;
202407;RS;430470;CARAZINHO;46;
202407;RS;430120;ARROIO DO TIGRE;4;
202407;RS;430163;BALNEÁRIO PINHAL;4;
202407;RS;432010;SARANDI;25;
202407;RS;431680;SANTA CRUZ DO SUL;51;
202407;RS;430270;BUTIÁ;18;
202407;RS;431740;SANTIAGO;26;
202407;RS;430610;CRUZ ALTA;39;
202407;RS;431342;NOVO MACHADO;3;
202407;RS;431820;SÃO FRANCISCO DE PAULA;20;
202407;RS;432135;TAVARES;3;
202407;RS;430780;ESTRELA;22;
202403;RS;431350;OSÓRIO;30;
202412;RS;430850;FREDERICO WESTPHALEN;28;
202409;RS;430450;CANGUÇU;52;
202409;RS;431440;PELOTAS;184;
202409;RS;431513;POUSO NOVO;2;
202409;RS;430210;BENTO GONÇALVES;63;
202409;RS;431410;PASSO FUNDO;151;
